ticket_id,subject,body,category,urgency,source,processed_text,word_count,char_count,too_short
SYN-00455,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic,nan sso login broken past week whole team not access platform completely blocking u,14,121,False
SYN-00496,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00375,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00484,,How do I add a new team member with editor access? We are on the Business plan and cannot figure out the settings.,account_access,normal,synthetic,nan add new team member editor access business plan not figure setting,12,118,False
SYN-00826,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00851,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic,nan included business plan exactly trying figure need upgrade committing annual,11,122,False
SYN-00364,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00493,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic,nan sso login broken starting yesterday whole team not access platform completely blocking u,14,122,False
SYN-00468,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00277,,The app crashes starting yesterday when I try to export a report. I am on Android 14. Error message: Request timeout,bug_report,critical,synthetic,nan app crash starting yesterday try export report android error message request timeout,13,120,False
SYN-00627,,Exports keep timing out. Any reports report with more than 5000 rows fails. I need this data urgently.,performance,high,synthetic,nan export keep timing report report row fails need data urgently,11,106,False
SYN-00294,,All API calls to your service are returning 500 errors since the last update. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic,nan api call service returning error since last update blocking entire production deployment error authentication failed,16,161,False
SYN-00215,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 14 times now.",bug_report,critical,synthetic,nan not get account password correct reset email never arrives tried time,12,106,False
SYN-00382,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic,nan jira integration exist not plan add would completely change workflow,11,102,False
SYN-00135,,I cancelled 30 days ago but got billed again. This is the absolutely unacceptable. I need my $19 back immediately.,billing,high,synthetic,nan cancelled day ago got billed absolutely unacceptable need back immediately,11,118,False
SYN-00311,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic,nan mobile app one planned need check thing away desk,10,99,False
SYN-00754,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic,nan export historical data documentation not clear step,8,86,False
SYN-00353,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic,nan would love email slack notification report finish miss thing not monitor dashboard day,14,129,False
REAL-00030,,The app crashes immediately when I open it on iPhone,bug_report,normal,manual_real,nan app crash immediately open iphone,6,56,False
SYN-00788,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00227,,The filters stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic,nan filter stopped working completely clicking nothing tried different browser issue,11,108,False
SYN-00224,,The app crashes since the last update when I try to run an analysis. I am on Windows 11. Error message: Authentication failed,bug_report,critical,synthetic,nan app crash since last update try run analysis window error message authentication failed,14,129,False
SYN-00122,,My invoice shows $99 but my plan is $99 per month. Please fix this and refund the difference.,billing,normal,synthetic,nan invoice show plan per month please fix refund difference,10,97,False
SYN-00544,,How do I add a new team member with editor access? We are on the Basic plan and cannot figure out the settings.,account_access,normal,synthetic,nan add new team member editor access basic plan not figure setting,12,115,False
SYN-00009,,I was charged twice for my Team subscription. Two identical charges of $99 appeared on my statement. Please refund one.,billing,high,synthetic,nan charged twice team subscription two identical charge appeared statement please refund one,13,123,False
SYN-00528,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic,nan sso login broken starting yesterday whole team not access platform completely blocking u,14,122,False
SYN-00303,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic,nan would love email slack notification task get assigned miss thing not monitor dashboard day,15,138,False
SYN-00287,,All API calls to your service are returning 500 errors starting yesterday. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic,nan api call service returning error starting yesterday blocking entire production deployment error internal server error,16,162,False
SYN-00183,,My transactions disappear after saving. I get the green success message but everything is gone when I refresh. This is very frustrating.,bug_report,high,synthetic,nan transaction disappear saving get green success message everything gone refresh frustrating,12,140,False
SYN-00858,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic,nan platform work slack evaluating option right key requirement,9,99,False
SYN-00582,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic,nan completely locked not able log day reset email not coming,11,104,False
SYN-00188,,My records disappear after saving. I get the green success message but everything is gone when I refresh. This is a major issue for our team.,bug_report,high,synthetic,nan record disappear saving get green success message everything gone refresh major issue team,14,145,False
SYN-00809,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed basic getting started onboarding guide someone talk,9,105,False
SYN-00489,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic,nan completely locked not able log day reset email not coming,11,104,False
SYN-00738,,Exports keep timing out. Any transactions report with more than 1000 rows fails. I need this data urgently.,performance,high,synthetic,nan export keep timing transaction report row fails need data urgently,11,111,False
SYN-00707,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00341,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic,nan jira integration exist not plan add would completely change workflow,11,102,False
SYN-00066,,I was charged twice for my Enterprise subscription. Two identical charges of $299 appeared on my statement. Please refund one.,billing,high,synthetic,nan charged twice enterprise subscription two identical charge appeared statement please refund one,13,130,False
SYN-00132,,Can you send a PDF invoice for my last payment? My company needs it for expense reporting. Name on invoice: Acme Corp.,billing,normal,synthetic,nan send pdf invoice last payment company need expense reporting name invoice acme corp,14,122,False
SYN-00371,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic,nan zapier integration exist not plan add would completely change workflow,11,104,False
SYN-00641,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00221,,The numbers on the reports dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic,nan number report dashboard wrong not match actual data look like calculation error,13,125,False
SYN-00823,,Just signed up for Pro and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed pro getting started onboarding guide someone talk,9,103,False
SYN-00844,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic,nan export historical data documentation not clear step,8,86,False
SYN-00029,,I downgraded my plan since the last update but I am still being charged the Business rate. This needs to be corrected and backdated.,billing,normal,synthetic,nan downgraded plan since last update still charged business rate need corrected backdated,13,136,False
SYN-00109,,My invoice shows $199 but my plan is $79 per month. Please fix this and refund the difference.,billing,normal,synthetic,nan invoice show plan per month please fix refund difference,10,98,False
SYN-00454,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic,nan lost authenticator app not get past 2fa backup code not accepted urgent,13,118,False
SYN-00667,,The dashboard page takes 10 seconds to load since the last update. It was instant before. Our whole team is affected.,performance,high,synthetic,nan dashboard page take second load since last update instant whole team affected,13,121,False
SYN-00206,,All API calls to your service are returning 500 errors starting yesterday. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic,nan api call service returning error starting yesterday blocking entire production deployment error internal server error,16,162,False
SYN-00832,,What is included in the Business plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic,nan included business plan exactly trying figure need upgrade committing annual,11,122,False
SYN-00308,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic,nan would love api access project build integration roadmap,9,109,False
SYN-00456,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00407,,We would love API access to transactions so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic,nan would love api access transaction build integration roadmap,9,113,False
SYN-00246,,The numbers on the settings dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic,nan number setting dashboard wrong not match actual data look like calculation error,13,126,False
SYN-00652,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00339,,Please add bulk save my changes for transactions. Doing it one at a time for 500+ records is a major issue for our team.,feature_request,normal,synthetic,nan please add bulk save change transaction one time record major issue team,13,124,False
REAL-00050,,What is the difference between the Pro and Business plans?,general,normal,manual_real,nan difference pro business plan,5,62,False
SYN-00140,,I have no idea what this $29 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,116,False
SYN-00638,,Search results take 45 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00480,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00772,,What is included in the Starter plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic,nan included starter plan exactly trying figure need upgrade committing annual,11,121,False
SYN-00739,,The billing page takes 10 seconds to load randomly throughout the day. It was instant before. Our whole team is affected.,performance,high,synthetic,nan billing page take second load randomly throughout day instant whole team affected,13,125,False
SYN-00234,,The export stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic,nan export stopped working completely clicking nothing tried different browser issue,11,107,False
SYN-00019,,My invoice shows $149 but my plan is $99 per month. Please fix this and refund the difference.,billing,normal,synthetic,nan invoice show plan per month please fix refund difference,10,98,False
SYN-00723,,The settings page takes 10 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic,nan setting page take second load upgraded plan instant whole team affected,12,122,False
SYN-00614,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00497,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00097,,I was charged twice for my Team subscription. Two identical charges of $99 appeared on my statement. Please refund one.,billing,high,synthetic,nan charged twice team subscription two identical charge appeared statement please refund one,13,123,False
SYN-00795,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00411,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic,nan mobile app one planned need check thing away desk,10,99,False
SYN-00495,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic,nan completely locked not able log day reset email not coming,11,104,False
SYN-00226,,The numbers on the billing dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic,nan number billing dashboard wrong not match actual data look like calculation error,13,125,False
SYN-00214,,All API calls to your service are returning 500 errors for the past week. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic,nan api call service returning error past week blocking entire production deployment error authentication failed,15,157,False
SYN-00462,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic,nan lost authenticator app not get past 2fa backup code not accepted urgent,13,118,False
SYN-00201,,The numbers on the reports dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic,nan number report dashboard wrong not match actual data look like calculation error,13,125,False
SYN-00222,,The export stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic,nan export stopped working completely clicking nothing tried different browser issue,11,107,False
SYN-00771,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed enterprise getting started onboarding guide someone talk,9,110,False
SYN-00483,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic,nan lost authenticator app not get past 2fa backup code not accepted urgent,13,118,False
REAL-00014,,Can I set up automatic billing reports?,feature_request,normal,manual_real,nan set automatic billing report,5,43,False
SYN-00195,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 30 times now.",bug_report,critical,synthetic,nan not get account password correct reset email never arrives tried time,12,106,False
SYN-00759,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic,nan quick question api rate limit could not find clear answer doc someone point right direction,16,130,False
SYN-00873,,Does your platform work with QuickBooks? Evaluating options right now and this is a key requirement.,general,normal,synthetic,nan platform work quickbooks evaluating option right key requirement,9,104,False
SYN-00046,,I have no idea what this $149 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,117,False
SYN-00432,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic,nan would love api access invoice build integration roadmap,9,109,False
SYN-00383,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic,nan would love email slack notification report finish miss thing not monitor dashboard day,14,129,False
SYN-00325,,Please add bulk save my changes for tasks. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic,nan please add bulk save change task one time record third time month,13,116,False
SYN-00361,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00389,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic,nan mobile app one planned need check thing away desk,10,99,False
SYN-00119,,My card ending in 1234 expired. How do I update payment before the next cycle?,billing,normal,synthetic,nan card ending expired update payment next cycle,8,82,False
SYN-00579,,How do I add a new team member with read-only access? We are on the Starter plan and cannot figure out the settings.,account_access,normal,synthetic,nan add new team member read access starter plan not figure setting,12,120,False
SYN-00856,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00518,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic,nan need move account different email address old email no longer accessible process,13,113,False
SYN-00273,,"Sometimes the notifications works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic,nan sometimes notification work fine sometimes fails silently no error message not reproduce consistently happens daily,16,147,False
SYN-00392,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00726,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic,nan browser tab us memory time eventually crash refresh every hour,11,113,False
SYN-00244,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 30 times now.",bug_report,critical,synthetic,nan not get account password correct reset email never arrives tried time,12,106,False
SYN-00105,,My card ending in 4242 expired. How do I update payment before the next cycle?,billing,normal,synthetic,nan card ending expired update payment next cycle,8,82,False
SYN-00719,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00150,,I have no idea what this $79 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,116,False
SYN-00377,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic,nan mobile app one planned need check thing away desk,10,99,False
SYN-00787,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic,nan included pro plan exactly trying figure need upgrade committing annual,11,117,False
SYN-00223,,The bulk edit stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic,nan bulk edit stopped working completely clicking nothing tried different browser issue,12,110,False
SYN-00870,,Does your platform work with Slack? Evaluating options right now and this is a key requirement.,general,normal,synthetic,nan platform work slack evaluating option right key requirement,9,99,False
SYN-00191,,My reports disappear after saving. I get the green success message but everything is gone when I refresh. This is a major issue for our team.,bug_report,high,synthetic,nan report disappear saving get green success message everything gone refresh major issue team,14,145,False
SYN-00674,,The reports page takes 45 seconds to load for the past week. It was instant before. Our whole team is affected.,performance,high,synthetic,nan report page take second load past week instant whole team affected,12,115,False
SYN-00282,,My contacts disappear after saving. I get the green success message but everything is gone when I refresh. This is causing us serious problems.,bug_report,high,synthetic,nan contact disappear saving get green success message everything gone refresh causing u serious problem,15,147,False
SYN-00054,,My invoice shows $299 but my plan is $79 per month. Please fix this and refund the difference.,billing,normal,synthetic,nan invoice show plan per month please fix refund difference,10,98,False
REAL-00005,,Your payment page crashes before I can complete checkout,billing,normal,manual_real,nan payment page crash complete checkout,6,60,False
SYN-00450,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic,nan would love email slack notification report finish miss thing not monitor dashboard day,14,129,False
SYN-00139,,I cancelled 14 days ago but got billed again. This is the very frustrating. I need my $149 back immediately.,billing,high,synthetic,nan cancelled day ago got billed frustrating need back immediately,10,112,False
SYN-00848,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic,nan bulk delete old record documentation not clear step,9,87,False
SYN-00742,,Exports keep timing out. Any reports report with more than 500 rows fails. I need this data urgently.,performance,high,synthetic,nan export keep timing report report row fails need data urgently,11,105,False
SYN-00358,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00805,,Quick question about API rate limits — could not find a clear answer in the docs. Can someone point me in the right direction?,general,normal,synthetic,nan quick question api rate limit could not find clear answer doc someone point right direction,16,130,False
SYN-00776,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00673,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00691,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00197,,All API calls to your service are returning 500 errors for the past week. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic,nan api call service returning error past week blocking entire production deployment error internal server error,16,161,False
SYN-00041,,I have no idea what this $149 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,117,False
SYN-00117,,I downgraded my plan starting yesterday but I am still being charged the Business rate. This needs to be corrected and backdated.,billing,normal,synthetic,nan downgraded plan starting yesterday still charged business rate need corrected backdated,12,133,False
SYN-00319,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic,nan would love email slack notification task get assigned miss thing not monitor dashboard day,15,138,False
SYN-00173,,The export stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic,nan export stopped working completely clicking nothing tried different browser issue,11,107,False
SYN-00779,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00292,,"Sometimes the search works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic,nan sometimes search work fine sometimes fails silently no error message not reproduce consistently happens daily,16,140,False
SYN-00005,,Can you send a PDF invoice for my last payment? My company needs it for expense reporting. Name on invoice: Acme Corp.,billing,normal,synthetic,nan send pdf invoice last payment company need expense reporting name invoice acme corp,14,122,False
REAL-00034,,Two factor auth code is accepted but then login fails anyway,bug_report,normal,manual_real,nan two factor auth code accepted login fails anyway,9,64,False
SYN-00746,,Charts and graphs on the analytics page take forever to render. Sometimes they never load at all.,performance,normal,synthetic,nan chart graph analytics page take forever render sometimes never load,11,101,False
SYN-00748,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic,nan browser tab us memory time eventually crash refresh every hour,11,113,False
SYN-00418,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic,nan salesforce integration exist not plan add would completely change workflow,11,108,False
SYN-00265,,The app crashes after we upgraded plans when I try to save my changes. I am on iOS 17. Error message: Request timeout,bug_report,critical,synthetic,nan app crash upgraded plan try save change io error message request timeout,13,121,False
SYN-00486,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic,nan lost authenticator app not get past 2fa backup code not accepted urgent,13,118,False
SYN-00086,,Can you send a PDF invoice for my last payment? My company needs it for expense reporting. Name on invoice: Tech Solutions Inc.,billing,normal,synthetic,nan send pdf invoice last payment company need expense reporting name invoice tech solution inc,15,131,False
SYN-00859,,Just signed up for Enterprise and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed enterprise getting started onboarding guide someone talk,9,110,False
SYN-00186,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 7 times now.",bug_report,critical,synthetic,nan not get account password correct reset email never arrives tried time,12,105,False
SYN-00235,,"Sometimes the filters works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic,nan sometimes filter work fine sometimes fails silently no error message not reproduce consistently happens daily,16,141,False
SYN-00896,,Just signed up for Basic and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed basic getting started onboarding guide someone talk,9,105,False
SYN-00100,,I have no idea what this $19 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,116,False
SYN-00816,,How do I bulk delete old records? The documentation is not very clear on this step.,general,normal,synthetic,nan bulk delete old record documentation not clear step,9,87,False
SYN-00857,,What is included in the Pro plan exactly? Trying to figure out if we need to upgrade before committing to annual.,general,normal,synthetic,nan included pro plan exactly trying figure need upgrade committing annual,11,117,False
SYN-00422,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic,nan mobile app one planned need check thing away desk,10,99,False
SYN-00603,,Search results take 30 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00348,,Please add bulk export a report for tasks. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic,nan please add bulk export report task one time record frustrating,11,107,False
SYN-00498,,How do I add a new team member with billing manager access? We are on the Pro plan and cannot figure out the settings.,account_access,normal,synthetic,nan add new team member billing manager access pro plan not figure setting,13,122,False
SYN-00869,,Just signed up for Pro and getting started. Is there an onboarding guide or someone we can talk to?,general,normal,synthetic,nan signed pro getting started onboarding guide someone talk,9,103,False
SYN-00023,,Can you send a PDF invoice for my last payment? My company needs it for expense reporting. Name on invoice: Bright Ventures LLC.,billing,normal,synthetic,nan send pdf invoice last payment company need expense reporting name invoice bright venture llc,15,132,False
SYN-00481,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic,nan lost authenticator app not get past 2fa backup code not accepted urgent,13,118,False
SYN-00160,,My reports disappear after saving. I get the green success message but everything is gone when I refresh. This is the third time this month.,bug_report,high,synthetic,nan report disappear saving get green success message everything gone refresh third time month,14,144,False
SYN-00737,,The settings page takes 20 seconds to load for the past week. It was instant before. Our whole team is affected.,performance,high,synthetic,nan setting page take second load past week instant whole team affected,12,116,False
SYN-00619,,Search results take 10 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00576,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic,nan accidentally created two account merged want keep data possible,10,111,False
SYN-00410,,"Does Notion integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic,nan notion integration exist not plan add would completely change workflow,11,104,False
SYN-00640,,The settings page takes 45 seconds to load starting yesterday. It was instant before. Our whole team is affected.,performance,high,synthetic,nan setting page take second load starting yesterday instant whole team affected,12,117,False
SYN-00305,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00644,,The browser tab uses more and more memory over time and eventually crashes. Have to refresh every hour or so.,performance,high,synthetic,nan browser tab us memory time eventually crash refresh every hour,11,113,False
REAL-00015,,Is there an option to see all team activity in one place?,feature_request,normal,manual_real,nan option see team activity one place,7,61,False
SYN-00050,,I have no idea what this $19 charge is for. I do not remember signing up for anything new. Can you explain this?,billing,high,synthetic,nan no idea charge not remember signing anything new explain,10,116,False
SYN-00706,,Search results take 15 seconds to appear after typing. Makes the product nearly impossible to use efficiently.,performance,high,synthetic,nan search result take second appear typing make product nearly impossible use efficiently,13,114,False
SYN-00359,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic,nan would love api access contact build integration roadmap,9,109,False
SYN-00434,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00425,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic,nan plan dark mode spending day tool bright white interface really straining eye,13,119,False
SYN-00833,,How do I cancel my subscription? I cannot find the option anywhere in the settings.,general,normal,synthetic,nan cancel subscription not find option anywhere setting,8,87,False
SYN-00213,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 30 times now.",bug_report,critical,synthetic,nan not get account password correct reset email never arrives tried time,12,106,False
SYN-00642,,The billing page takes 20 seconds to load after we upgraded plans. It was instant before. Our whole team is affected.,performance,high,synthetic,nan billing page take second load upgraded plan instant whole team affected,12,121,False
SYN-00530,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic,nan need move account different email address old email no longer accessible process,13,113,False
SYN-00784,,Does your platform work with Zapier? Evaluating options right now and this is a key requirement.,general,normal,synthetic,nan platform work zapier evaluating option right key requirement,9,100,False
REAL-00008,,The export never finishes — just spins forever,bug_report,normal,manual_real,nan export never finish spin forever,6,50,False
SYN-00239,,"Sometimes the notifications works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic,nan sometimes notification work fine sometimes fails silently no error message not reproduce consistently happens daily,16,147,False
SYN-00299,,"Sometimes the filters works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic,nan sometimes filter work fine sometimes fails silently no error message not reproduce consistently happens daily,16,141,False
REAL-00000,,I cannot get into my account to check my invoice,account_access,normal,manual_real,nan not get account check invoice,6,52,False
SYN-00885,,How do I export historical data? The documentation is not very clear on this step.,general,normal,synthetic,nan export historical data documentation not clear step,8,86,False
