ticket_id,subject,body,category,urgency,source
SYN-00241,,All API calls to your service are returning 500 errors for the past week. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic
SYN-00242,,"Sometimes the notifications works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00243,,All API calls to your service are returning 500 errors randomly throughout the day. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic
SYN-00244,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 30 times now.",bug_report,critical,synthetic
SYN-00245,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 5 times now.",bug_report,critical,synthetic
SYN-00246,,The numbers on the settings dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00247,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 7 times now.",bug_report,critical,synthetic
SYN-00248,,"Sometimes the export works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00249,,"Sometimes the filters works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00250,,My invoices disappear after saving. I get the green success message but everything is gone when I refresh. This is causing us serious problems.,bug_report,high,synthetic
SYN-00251,,The numbers on the analytics dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00252,,My projects disappear after saving. I get the green success message but everything is gone when I refresh. This is absolutely unacceptable.,bug_report,high,synthetic
SYN-00253,,The numbers on the reports dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00254,,The search stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00255,,My transactions disappear after saving. I get the green success message but everything is gone when I refresh. This is a major issue for our team.,bug_report,high,synthetic
SYN-00256,,The app crashes after we upgraded plans when I try to export a report. I am on Windows 11. Error message: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00257,,The numbers on the analytics dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00258,,The numbers on the analytics dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00259,,The app crashes randomly throughout the day when I try to run an analysis. I am on Android 14. Error message: Request timeout,bug_report,critical,synthetic
SYN-00260,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 14 times now.",bug_report,critical,synthetic
SYN-00261,,The app crashes randomly throughout the day when I try to run an analysis. I am on Windows 11. Error message: Request timeout,bug_report,critical,synthetic
SYN-00262,,The numbers on the dashboard dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00263,,"Sometimes the the dashboard works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00264,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 14 times now.",bug_report,critical,synthetic
SYN-00265,,The app crashes after we upgraded plans when I try to save my changes. I am on iOS 17. Error message: Request timeout,bug_report,critical,synthetic
SYN-00266,,All API calls to your service are returning 500 errors randomly throughout the day. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic
SYN-00267,,"Sometimes the the dashboard works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00268,,The notifications stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00269,,The search stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00270,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 14 times now.",bug_report,critical,synthetic
SYN-00271,,The app crashes after we upgraded plans when I try to save my changes. I am on Android 14. Error message: Authentication failed,bug_report,critical,synthetic
SYN-00272,,The numbers on the analytics dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00273,,"Sometimes the notifications works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00274,,The the dashboard stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00275,,All API calls to your service are returning 500 errors after we upgraded plans. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00276,,All API calls to your service are returning 500 errors since the last update. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic
SYN-00277,,The app crashes starting yesterday when I try to export a report. I am on Android 14. Error message: Request timeout,bug_report,critical,synthetic
SYN-00278,,The app crashes starting yesterday when I try to run an analysis. I am on iOS 17. Error message: Request timeout,bug_report,critical,synthetic
SYN-00279,,"Cannot get into my account at all. Password is correct, reset email never arrives. Tried 7 times now.",bug_report,critical,synthetic
SYN-00280,,My projects disappear after saving. I get the green success message but everything is gone when I refresh. This is the third time this month.,bug_report,high,synthetic
SYN-00281,,"Sometimes the notifications works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00282,,My contacts disappear after saving. I get the green success message but everything is gone when I refresh. This is causing us serious problems.,bug_report,high,synthetic
SYN-00283,,The app crashes starting yesterday when I try to upload a file. I am on Ubuntu 22. Error message: Request timeout,bug_report,critical,synthetic
SYN-00284,,The numbers on the dashboard dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00285,,"Sometimes the filters works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00286,,The app crashes since the last update when I try to export a report. I am on macOS Ventura. Error message: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00287,,All API calls to your service are returning 500 errors starting yesterday. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00288,,The notifications stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00289,,The numbers on the dashboard dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00290,,All API calls to your service are returning 500 errors after we upgraded plans. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00291,,The numbers on the reports dashboard are wrong. They do not match our actual data at all. Looks like a calculation error.,bug_report,high,synthetic
SYN-00292,,"Sometimes the search works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00293,,The the dashboard stopped working completely. Clicking it does nothing. Tried different browsers — same issue.,bug_report,high,synthetic
SYN-00294,,All API calls to your service are returning 500 errors since the last update. This is blocking our entire production deployment. Error: Authentication failed,bug_report,critical,synthetic
SYN-00295,,"Sometimes the export works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00296,,My contacts disappear after saving. I get the green success message but everything is gone when I refresh. This is a major issue for our team.,bug_report,high,synthetic
SYN-00297,,The app crashes starting yesterday when I try to run an analysis. I am on iOS 17. Error message: Request timeout,bug_report,critical,synthetic
SYN-00298,,The app crashes for the past week when I try to export a report. I am on Ubuntu 22. Error message: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00299,,"Sometimes the filters works fine, sometimes it just fails silently. No error message. Cannot reproduce consistently but it happens daily.",bug_report,high,synthetic
SYN-00300,,All API calls to your service are returning 500 errors randomly throughout the day. This is blocking our entire production deployment. Error: 500 Internal Server Error,bug_report,critical,synthetic
SYN-00301,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00302,,Please add bulk run an analysis for tasks. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00303,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00304,,Please add bulk upload a file for transactions. Doing it one at a time for 500+ records is causing us serious problems.,feature_request,normal,synthetic
SYN-00305,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00306,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00307,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00308,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00309,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00310,,We desperately need the ability to export projects to Excel. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00311,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00312,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00313,,Please add bulk run an analysis for transactions. Doing it one at a time for 500+ records is causing us serious problems.,feature_request,normal,synthetic
SYN-00314,,We would love API access to records so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00315,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00316,,Please add bulk export a report for contacts. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic
SYN-00317,,"Does HubSpot integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00318,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00319,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00320,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00321,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00322,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00323,,"Does QuickBooks integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00324,,Please add bulk export a report for transactions. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00325,,Please add bulk save my changes for tasks. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic
SYN-00326,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00327,,Please add bulk upload a file for invoices. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00328,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00329,,We desperately need the ability to export records to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00330,,"Does Notion integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00331,,We would love API access to reports so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00332,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00333,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00334,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00335,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00336,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00337,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00338,,Please add bulk export a report for transactions. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00339,,Please add bulk save my changes for transactions. Doing it one at a time for 500+ records is a major issue for our team.,feature_request,normal,synthetic
SYN-00340,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00341,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00342,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00343,,Please add bulk run an analysis for tasks. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic
SYN-00344,,Please add bulk export a report for contacts. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00345,,Please add bulk upload a file for invoices. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00346,,We desperately need the ability to export reports to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00347,,Please add bulk save my changes for contacts. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00348,,Please add bulk export a report for tasks. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00349,,Please add bulk upload a file for invoices. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00350,,Please add bulk upload a file for contacts. Doing it one at a time for 500+ records is a major issue for our team.,feature_request,normal,synthetic
SYN-00351,,Please add bulk export a report for transactions. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00352,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00353,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00354,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00355,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00356,,We desperately need the ability to export contacts to PDF. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00357,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00358,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00359,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00360,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00361,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00362,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00363,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00364,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00365,,We desperately need the ability to export reports to Google Sheets. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00366,,Please add bulk upload a file for records. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00367,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00368,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00369,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00370,,We desperately need the ability to export invoices to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00371,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00372,,Please add bulk run an analysis for tasks. Doing it one at a time for 500+ records is a major issue for our team.,feature_request,normal,synthetic
SYN-00373,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00374,,Would love email or Slack notifications when a task gets assigned to me. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00375,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00376,,We would love API access to reports so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00377,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00378,,We desperately need the ability to export transactions to CSV. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00379,,We desperately need the ability to export reports to Excel. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00380,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00381,,We desperately need the ability to export contacts to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00382,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00383,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00384,,Please add bulk upload a file for records. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic
SYN-00385,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00386,,Please add bulk run an analysis for contacts. Doing it one at a time for 500+ records is very frustrating.,feature_request,normal,synthetic
SYN-00387,,Please add bulk export a report for transactions. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00388,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00389,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00390,,We desperately need the ability to export transactions to Excel. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00391,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00392,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00393,,We desperately need the ability to export transactions to Google Sheets. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00394,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00395,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00396,,Please add bulk run an analysis for contacts. Doing it one at a time for 500+ records is causing us serious problems.,feature_request,normal,synthetic
SYN-00397,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00398,,Please add bulk run an analysis for tasks. Doing it one at a time for 500+ records is a major issue for our team.,feature_request,normal,synthetic
SYN-00399,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00400,,"Does Slack integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00401,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00402,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00403,,Please add bulk save my changes for contacts. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00404,,We desperately need the ability to export records to Google Sheets. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00405,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00406,,We would love API access to records so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00407,,We would love API access to transactions so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00408,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00409,,We would love API access to reports so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00410,,"Does Notion integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00411,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00412,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00413,,We desperately need the ability to export invoices to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00414,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00415,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00416,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00417,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00418,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00419,,Please add bulk upload a file for records. Doing it one at a time for 500+ records is the third time this month.,feature_request,normal,synthetic
SYN-00420,,"Does Jira integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00421,,"Does Salesforce integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00422,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00423,,"Does QuickBooks integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00424,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00425,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00426,,"Does Slack integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00427,,Please add bulk save my changes for tasks. Doing it one at a time for 500+ records is absolutely unacceptable.,feature_request,normal,synthetic
SYN-00428,,We would love API access to projects so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00429,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00430,,We would love API access to contacts so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00431,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00432,,We would love API access to invoices so we can build our own integrations. Is this on the roadmap at all?,feature_request,normal,synthetic
SYN-00433,,"Does Zapier integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00434,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00435,,We desperately need the ability to export invoices to PDF. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00436,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00437,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00438,,"Does QuickBooks integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00439,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00440,,We desperately need the ability to export transactions to Google Sheets. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00441,,We desperately need the ability to export transactions to JSON. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00442,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00443,,"Does Slack integration exist? If not, any plans to add it? It would completely change our workflow.",feature_request,normal,synthetic
SYN-00444,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00445,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00446,,Would love email or Slack notifications when a payment fails. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00447,,Is there a mobile app or is one planned? I need to check on things when I am away from my desk.,feature_request,normal,synthetic
SYN-00448,,We desperately need the ability to export transactions to Google Sheets. Currently copying everything manually which takes hours.,feature_request,normal,synthetic
SYN-00449,,Any plans for a dark mode? Spending all day in the tool and the bright white interface is really straining my eyes.,feature_request,normal,synthetic
SYN-00450,,Would love email or Slack notifications when a report finishes. I miss things because I cannot monitor the dashboard all day.,feature_request,normal,synthetic
SYN-00451,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00452,,Completely locked out. Have not been able to log in for 14 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00453,,Completely locked out. Have not been able to log in for 5 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00454,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00455,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00456,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00457,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00458,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00459,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00460,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00461,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00462,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00463,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00464,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00465,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00466,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00467,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00468,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00469,,Our SSO login is broken starting yesterday. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00470,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00471,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00472,,How do I add a new team member with read-only access? We are on the Team plan and cannot figure out the settings.,account_access,normal,synthetic
SYN-00473,,Completely locked out. Have not been able to log in for 7 days. Reset emails are not coming through.,account_access,high,synthetic
SYN-00474,,Our SSO login is broken for the past week. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00475,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00476,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00477,,Our SSO login is broken after we upgraded plans. The whole team cannot access the platform. This is completely blocking us.,account_access,critical,synthetic
SYN-00478,,Need to move my account to a different email address. Old email is no longer accessible. What is the process?,account_access,normal,synthetic
SYN-00479,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00480,,I accidentally created two accounts. Can they be merged? I want to keep all the data from both if possible.,account_access,normal,synthetic
SYN-00481,,Lost my authenticator app. Cannot get past 2FA. Have backup codes but they are not being accepted. This is urgent.,account_access,critical,synthetic
SYN-00482,,How do I add a new team member with billing manager access? We are on the Enterprise plan and cannot figure out the settings.,account_access,normal,synthetic
